"distance","distance_wr","train_performance","test_performance"
106.757917367616,97.3971616404146,-3.49503990064722,-3.26027399689113
10.5318225357191,9.67331278113434,-3.44971532888402,-3.44689371792719
126.678334391779,115.201298713152,-3.49450298087993,-3.2120021869761
105.603576546338,96.3325717787994,-3.43048247287927,-3.37658401445138
106.558074819562,94.8879228719495,-3.49139163263837,-3.21178122048447
9.26310570161403,8.5409851924748,-3.40801242737935,-3.55454620076986
4.55074867761779,3.22920539869,-3.40384950282242,-3.56924326193831
111.583137694214,100.82577751963,-3.47675220890698,-3.25839140167278
5.53956417566482,3.95350025216542,-3.46304946019398,-3.41943327418715
4.50802344185751,3.06123125623744,-3.4287532357155,-3.50083371927243
5.01967101439749,3.48978264173805,-3.43665737780641,-3.4795592498462
10.0165894876095,9.24102985211104,-3.43718911601707,-3.47955342118043
4.76741620078864,3.11152222945742,-3.44112201697674,-3.47020602319634
8.00349378785594,6.66058020310868,-3.485252872842,-3.36835694429157
5.12935165920564,3.43082505356488,-3.45022460842303,-3.45066447034209
8.55989638489068,7.81894458731079,-3.39515421405283,-3.59259403946034
7.18149239975856,6.03449927433182,-3.45281684997877,-3.44190578066357
8.66356005470422,7.68137091907084,-3.45002067288502,-3.44780922684662
5.73833953868484,3.95088749454197,-3.47099975114813,-3.39882512200835
8.89008057755857,8.11438209806786,-3.42860749187537,-3.50184838595457
10.1093575209808,9.21840534905682,-3.44687963238346,-3.45363679836737
121.761894555352,110.152620251171,-3.52069658537034,-3.17088503278868
7.17366459813366,5.99031406892197,-3.44012396771123,-3.46996886965489
9.20702800353399,8.18187480377276,-3.46195703705548,-3.4159792707469
9.33645508346892,8.22838552539002,-3.46984310171316,-3.40153615220093
124.9522431642,114.138374780921,-3.54358611075297,-3.15619329225774
5.18124666447425,3.89200890874737,-3.40652175797838,-3.55743184713392
10.349085807592,9.53082117370832,-3.44786270296505,-3.45123178145948
120.520410133151,110.025185831919,-3.49177725212384,-3.2393349072621
107.692562162042,98.2446109868436,-3.48486648749541,-3.27530984916531
9.02144647572632,8.14238780334251,-3.42851153554237,-3.50353979534735
5.04403710006628,3.1878893006528,-3.4592589377055,-3.42686207526459
5.21890624477683,3.47176621956986,-3.44569623672092,-3.45599066667984
107.164242987352,98.1530240313238,-3.53285564609523,-3.20805780256695
4.99714544443811,3.46552366883787,-3.44597691589078,-3.45584353040903
5.54382613441828,3.6845306829682,-3.47610786591382,-3.38861150534593
9.45495212070706,8.38027349386773,-3.48967847104591,-3.35508452634855
110.94978321071,100.436040960433,-3.50920829498972,-3.21232126637787
7.31713333033626,6.1132570489776,-3.46368838570556,-3.4193966369028
4.99257771813647,3.60155711375719,-3.43577297224475,-3.47611369361226
9.02835738935018,7.941390640731,-3.46531861337873,-3.41092692466488
7.03859351591588,5.92253974701305,-3.44672823551673,-3.45442798072909
7.09465621557679,5.86011962315298,-3.456131429117,-3.43672485794451
108.591911595401,97.9749242171776,-3.47081994323549,-3.27076340569897
5.56164379632984,3.88892959645588,-3.45891265539475,-3.42920848412562
102.361756941692,92.6179811573621,-3.51008177953652,-3.22837421768682
9.89974217859847,9.13896081890093,-3.40912175382132,-3.55298507690656
5.2821705374039,3.82012372470679,-3.42235231787256,-3.51810485099189
4.75878932611554,3.30141416535,-3.42441722723164,-3.51100238491256
7.28728617756915,6.08874353336721,-3.46780298956145,-3.40534767331765
7.06336004571905,5.97844741686241,-3.44292881022767,-3.46488078923458
8.39995420256519,7.6943757808045,-3.39638832680159,-3.5855182218104
9.15739352271154,8.25528715945899,-3.43504791707349,-3.4856805319501
10.1321386410153,9.35780868542751,-3.43584715845676,-3.48114735336946
7.09758135235891,5.92910389376316,-3.44811778413439,-3.45205708859265
110.02676755903,100.711179138424,-3.47966620035937,-3.28731818458102
108.05233412773,97.9582680796886,-3.53390363349802,-3.18557317646098
5.06874649595488,3.68016733303585,-3.43186617518289,-3.491973223758
4.86661403427879,3.35734873065342,-3.4315649266205,-3.49299580975813
5.23487831127315,3.61148336091168,-3.44564332338957,-3.45943184492628
8.50264671495033,7.55402667698568,-3.4455453046999,-3.45757441868169
126.403466571129,116.093106969718,-3.52260412690307,-3.19528273690879
107.726517467684,97.1929910394533,-3.49799635073704,-3.22965211739113
116.063474362623,106.376538568462,-3.45869748800538,-3.31334573320811
10.2417695863274,9.53356722047929,-3.41898278687091,-3.5237700675902
108.288077141615,98.4145808301528,-3.49965928612678,-3.24207613143629
5.35605273018234,3.8525289001931,-3.45471549210194,-3.43996606029659
9.01181363064725,7.93891976399738,-3.48156712431027,-3.37952627760322
7.3574862607578,6.11713088959527,-3.46909075265727,-3.40174132347749
10.3117920893425,9.3850915856626,-3.46249409525381,-3.4170442149441
7.12312244195526,5.95074678258155,-3.45496861457152,-3.43682179096616
104.069010602028,94.6898361868057,-3.50428339157315,-3.24428883219483
5.41033459328124,3.70166614191178,-3.45901417709289,-3.42884954370449
5.01372002715594,3.64955927523368,-3.42418645788542,-3.51396648555254
4.93873853966183,3.42694689214295,-3.41750644496499,-3.53068024067734
9.1414098043685,8.25402653302608,-3.44343411124428,-3.46076367459551
9.44703912552241,8.19529485718749,-3.50085343231349,-3.3369782957403
119.888600385109,110.334914139875,-3.49479950561208,-3.2563242213555
104.687703680677,96.2320619560725,-3.49947753673868,-3.2726238084562
5.43996498721397,3.9397751858348,-3.44274966586949,-3.46258189156231
105.062105196739,94.5307722898122,-3.48544535128446,-3.25012363996106
5.19427743924132,3.62313740336582,-3.44900563189937,-3.44572982607081
109.614970395372,99.9928982863107,-3.49482936274111,-3.25299287015549
5.26540167065432,3.68215138139,-3.45334652155609,-3.44136810771021
9.00380673318596,7.97624697355261,-3.46900287569086,-3.4038094978192
5.21820039350085,3.80943330348259,-3.42465275009407,-3.51180446575984
8.90236762768221,7.93151986543735,-3.46151500205343,-3.42295460867053
103.955281163459,94.530520807446,-3.51202778191887,-3.23183198349119
104.642555571518,94.9490897348539,-3.51504170442052,-3.22227899303354
111.377743904801,100.29068090125,-3.51462019764828,-3.19123642278669
6.11541147371107,4.29590852184322,-3.4866002356919,-3.36651351553881
5.10202160721124,3.30590725405373,-3.46924830758836,-3.40653350604657
9.06033185415491,8.29510417548262,-3.42029043280916,-3.51780522396532
9.33102701743282,8.16285200355507,-3.4837284195685,-3.36912834119189
9.62994769812891,8.57391727334476,-3.47447715744047,-3.39411974661867
8.92387831982655,8.02963109621886,-3.43949095825168,-3.46885365615063
7.05429989424801,5.97296959690269,-3.43275837907263,-3.4878147750401
122.520375846137,111.980796442558,-3.52924367804219,-3.18265907458614
4.84744071173607,3.42648114822658,-3.42327461788491,-3.51635316254052
4.777501511145,3.28981717706189,-3.41667940960077,-3.53419199477059
106.118014687397,96.969751710322,-3.4789482996637,-3.29301915102575
8.51600540388014,7.64663705761482,-3.43211674286843,-3.49330722314058
10.6011987627665,9.61418429366746,-3.46663189145172,-3.41222912913688
6.62779331556633,5.77841780530955,-3.40113330722586,-3.57086870255363
4.33447027210784,3.0914242730607,-3.37742184929991,-3.64400444073954
8.75306367483215,7.82425451377625,-3.43451186699886,-3.48763421104435
4.98296386203336,3.33903461850307,-3.44714333572669,-3.45550612879941
117.886314739433,108.114107255484,-3.49175119801528,-3.25627060833265
5.12987175027342,3.50655126389473,-3.44882725284,-3.45094216605082
106.09227977325,96.8852464931912,-3.51141200238305,-3.23785666373992
5.49578483582781,3.46914520662091,-3.48003313825028,-3.37942685030226
110.238000582629,100.31176076393,-3.49667613248966,-3.2450156149534
4.95672540886075,3.20751058505326,-3.45148913789985,-3.44544610664676
5.18748516676942,3.44387162998141,-3.45047580518329,-3.44829229581934
5.37995722127437,3.83170859514679,-3.44010959351022,-3.47330373136676
5.12356457199453,3.41092053481028,-3.44282411840176,-3.46432479307718
104.665770720143,93.6778938531236,-3.50955801699323,-3.2026450400685
8.39838340285695,7.74041044950991,-3.40128960168249,-3.57427445109006
5.01923039746973,3.61219652430845,-3.41871987224171,-3.52347598005097
5.68098050257318,3.75318768281451,-3.47916408232581,-3.38188231247707
6.92255973416524,5.87714798261275,-3.43056569550932,-3.49561279785953
9.01664994766106,7.93859930044859,-3.45142551336857,-3.44475853479476
107.375148166644,97.5430407971253,-3.52151634327612,-3.20968659934002
5.369932274463,3.62427716583029,-3.455275294669,-3.43697759634065
110.072806231571,99.6196100442602,-3.51195037912228,-3.20861265004884
5.07363004528997,3.76694918942955,-3.41264389489498,-3.54412197681613
4.87121598770078,3.25503732590939,-3.43482229641401,-3.48356034086212
125.498040544574,114.300946464286,-3.49322751660515,-3.22150548123739
104.441871587093,95.6332765211507,-3.48528065861045,-3.28848149293535
103.997424725127,95.0074344543825,-3.47173826153341,-3.30830922178451
8.74082514958827,7.8754743611984,-3.42473607437377,-3.50853792047205
104.438916359645,95.8597438287975,-3.46176698464362,-3.33661757551198
4.74837369505395,3.17146899087803,-3.42628182695308,-3.50862644133423
10.2766422652711,9.47246551188417,-3.43639637129716,-3.48154758426343
123.469763088033,113.59067135557,-3.54294126425558,-3.17446307826095
5.45378172996319,3.87684511570443,-3.44333292219318,-3.46680376702383
10.1089913475928,9.29822987298891,-3.43160180793981,-3.49286898770093
5.30679470408534,3.60982042659535,-3.45727482749604,-3.42933761482277
9.26673833476642,7.96367270061713,-3.52456990124498,-3.28942606511938
5.00343134251359,3.1070710566717,-3.45721405640557,-3.43221949611543
8.74311125911233,7.67316006675809,-3.46556567040431,-3.41344924870904
5.54176167838284,3.92910954798468,-3.45521676988067,-3.43651255393688
7.52803244736021,6.32760860536551,-3.46795459817781,-3.40579382992462
5.36255579560829,3.58515369712765,-3.4521889753574,-3.44369744681627
6.90230399810715,5.78078900983608,-3.43953297619807,-3.47356314425523
5.17428038823027,3.81854866782748,-3.41595501888482,-3.53296399178324
104.49929811118,95.1846504600829,-3.5169033402001,-3.22570237966359
5.46331725924044,3.47423235202039,-3.4793981382226,-3.38278017394455
103.935541736318,95.0121984413418,-3.51226256990625,-3.2412184546395
5.09104060579663,3.54117629760398,-3.43504012572336,-3.48714992442481
104.846079523869,95.8997945949469,-3.51064281370349,-3.24216122160524
7.05852696744063,5.94087414841756,-3.45181110833929,-3.44451816534824
5.69723246800121,4.04921455173442,-3.45403326125383,-3.4391961807435
5.46893369314958,3.35251268077654,-3.4842422138421,-3.37302190746433
9.10822365800361,7.8563584034847,-3.49728071624896,-3.34412506059664
111.722572227265,101.731473447811,-3.4612114431989,-3.30160354047943
5.12489485079069,3.53353482831358,-3.44497062233312,-3.46196353443211
7.12371892851827,6.11435457543973,-3.42671626044521,-3.50347407896318
102.850662568734,94.3071684673296,-3.47139691334956,-3.3201159807749
105.317511495672,95.2480378683773,-3.52797032877236,-3.19374365791849
7.42567545792318,6.02094979736122,-3.48147981457623,-3.37139102581324
4.95586164508316,3.36746583840024,-3.424277554975,-3.51325330536534
5.78645043848281,4.0908830481542,-3.46408268562701,-3.41406617714374
4.99466699152153,3.23373084465674,-3.44537620840333,-3.46082847430516
10.5279137710384,9.6198436291329,-3.46433400180018,-3.41051203004178
5.10917820055355,3.42323084205933,-3.45569970057067,-3.43046928991538
8.96130123027074,8.06360377386904,-3.44653253501973,-3.4580874569326
105.002877367776,95.343299794747,-3.54493501837395,-3.17714361755751
8.34037667996251,7.60982446723794,-3.40448495311781,-3.56299934381671
4.80616627827172,3.20034535627722,-3.42593052430899,-3.51027609688633
119.985423076835,109.038691490966,-3.5099175015479,-3.20132300402639
5.55739681688658,3.87263992482239,-3.46438092689351,-3.41101684033323
5.1834690496525,3.48626907502234,-3.44976680446269,-3.45038599599976
5.22854243193204,3.71670156103592,-3.43579952288823,-3.48252388570696
106.005570648665,96.9210555607457,-3.48581878225732,-3.28134003011121
5.02522722174026,3.43563673204124,-3.43375615876567,-3.48638837331217
104.073907344925,94.3319511632365,-3.46340380328035,-3.30599476665885
5.2564431885539,3.43250870005772,-3.46232807820698,-3.42038735798044
7.5588492445529,6.31801285680765,-3.47172576750568,-3.39956850545129
122.927777315084,112.688069938014,-3.47477928700539,-3.27171353562817
105.778706341926,96.7483154372606,-3.48890684391445,-3.27850339673262
4.85395043201049,3.25012405774136,-3.44505597810662,-3.46185805995707
10.0803023356169,9.16466012011463,-3.46626313976879,-3.40822460648611
9.38926665566536,8.50144573731049,-3.42863604950349,-3.500984971327
122.222779556617,111.373229389663,-3.53739039643031,-3.16455597360581
5.43558528010005,3.37182969456592,-3.48457039948295,-3.37270740416222
10.1670228418304,9.27375694587571,-3.44779813745327,-3.45034976064618
5.54819284806707,3.77593575336331,-3.46773796410508,-3.40846149407448
117.329488578856,108.237582445971,-3.48114890067645,-3.28601526676645
107.041084457704,97.5836992585293,-3.47047856704315,-3.29892891338321
105.568189402341,96.8549811813273,-3.47239144055963,-3.3133619785337
123.420136646769,112.995778986975,-3.46745494849874,-3.28090994903569
103.918998688119,94.0132933464015,-3.49798163205127,-3.24218272461908
9.06795407073356,7.93562942652788,-3.47456987822233,-3.39520105822301
105.176729277651,96.6460558072698,-3.50793791722417,-3.25540180643234
6.96477315645667,5.7635831422929,-3.45645840129985,-3.43583387262678
5.04344564870754,3.28813504813168,-3.44749379173856,-3.45610775353144
9.18726733186579,8.00420126419539,-3.49970285828954,-3.3390448659955
7.07390692109003,5.93425383924613,-3.43607971659727,-3.47854893998953
9.14713695319366,8.25182249630277,-3.43214114277342,-3.49123972176622
